,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,imsi,imsi,imsi,imsi,imsi,imsi,imsi,imsi,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,longitude,longitude,longitude,longitude,longitude,longitude,longitude,longitude,latitude,latitude,latitude,latitude,latitude,latitude,latitude,latitude
46,15.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,15.0,4.6000009501824006e+17,66.246293696866,4.600000950182401e+17,4.600000950182401e+17,4.600000950182401e+17,4.600000950182401e+17,4.600000950182401e+17,15.0,16642.0,0.0,16642.0,16642.0,16642.0,16642.0,16642.0,15.0,249675788.0,0.0,249675788.0,249675788.0,249675788.0,249675788.0,249675788.0,15.0,123.4136581,0.0,123.4136581,123.4136581,123.4136581,123.4136581,123.4136581,15.0,41.81689834999999,1.4709632111668204e-14,41.81689835,41.81689835,41.81689835,41.81689835,41.81689835
47,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506499034e+17,,4.6000009506499034e+17,4.6000009506499034e+17,4.6000009506499034e+17,4.6000009506499034e+17,4.6000009506499034e+17,1.0,16642.0,,16642.0,16642.0,16642.0,16642.0,16642.0,1.0,249676054.0,,249676054.0,249676054.0,249676054.0,249676054.0,249676054.0,1.0,123.4008865,,123.4008865,123.4008865,123.4008865,123.4008865,123.4008865,1.0,41.80546951,,41.80546951,41.80546951,41.80546951,41.80546951,41.80546951
48,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16643.0,,16643.0,16643.0,16643.0,16643.0,16643.0,1.0,67633931.0,,67633931.0,67633931.0,67633931.0,67633931.0,67633931.0,1.0,123.3565521,,123.3565521,123.3565521,123.3565521,123.3565521,123.3565521,1.0,41.76601028,,41.76601028,41.76601028,41.76601028,41.76601028,41.76601028
49,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16643.0,,16643.0,16643.0,16643.0,16643.0,16643.0,1.0,67697421.0,,67697421.0,67697421.0,67697421.0,67697421.0,67697421.0,1.0,123.3549423,,123.3549423,123.3549423,123.3549423,123.3549423,123.3549423,1.0,41.76934052,,41.76934052,41.76934052,41.76934052,41.76934052,41.76934052
50,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,13099396.0,,13099396.0,13099396.0,13099396.0,13099396.0,13099396.0,1.0,123.4166107,,123.4166107,123.4166107,123.4166107,123.4166107,123.4166107,1.0,41.82537079,,41.82537079,41.82537079,41.82537079,41.82537079,41.82537079
51,8.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,8.0,4.600200950475919e+17,0.0,4.600200950475919e+17,4.600200950475919e+17,4.600200950475919e+17,4.600200950475919e+17,4.600200950475919e+17,8.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,8.0,2203670.0,0.0,2203670.0,2203670.0,2203670.0,2203670.0,2203670.0,8.0,123.42005159999998,0.0,123.42005159999998,123.42005159999998,123.42005159999998,123.42005159999998,123.42005159999998,8.0,41.84743118,0.0,41.84743118,41.84743118,41.84743118,41.84743118,41.84743118
52,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.6000009506052326e+17,0.0,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,2236171.0,0.0,2236171.0,2236171.0,2236171.0,2236171.0,2236171.0,2.0,123.4052505,0.0,123.4052505,123.4052505,123.4052505,123.4052505,123.4052505,2.0,41.81732178,0.0,41.81732178,41.81732178,41.81732178,41.81732178,41.81732178
53,4.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,4.0,4.600000950717791e+17,0.0,4.600000950717791e+17,4.600000950717791e+17,4.600000950717791e+17,4.600000950717791e+17,4.600000950717791e+17,4.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,4.0,2352661.0,0.0,2352661.0,2352661.0,2352661.0,2352661.0,2352661.0,4.0,123.4142914,0.0,123.4142914,123.4142914,123.4142914,123.4142914,123.4142914,4.0,41.83049011,0.0,41.83049011,41.83049011,41.83049011,41.83049011,41.83049011
54,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67290931.0,,67290931.0,67290931.0,67290931.0,67290931.0,67290931.0,1.0,123.4094467,,123.4094467,123.4094467,123.4094467,123.4094467,123.4094467,1.0,41.81962967,,41.81962967,41.81962967,41.81962967,41.81962967,41.81962967
55,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009502564864e+17,,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67298571.0,,67298571.0,67298571.0,67298571.0,67298571.0,67298571.0,1.0,123.4109268,,123.4109268,123.4109268,123.4109268,123.4109268,123.4109268,1.0,41.82249069,,41.82249069,41.82249069,41.82249069,41.82249069,41.82249069
56,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67298611.0,,67298611.0,67298611.0,67298611.0,67298611.0,67298611.0,1.0,123.4109268,,123.4109268,123.4109268,123.4109268,123.4109268,123.4109268,1.0,41.82249069,,41.82249069,41.82249069,41.82249069,41.82249069,41.82249069
57,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600000950844861e+17,0.0,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,67298622.0,0.0,67298622.0,67298622.0,67298622.0,67298622.0,67298622.0,2.0,123.4109268,0.0,123.4109268,123.4109268,123.4109268,123.4109268,123.4109268,2.0,41.82249069,0.0,41.82249069,41.82249069,41.82249069,41.82249069,41.82249069
58,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67299635.0,,67299635.0,67299635.0,67299635.0,67299635.0,67299635.0,1.0,123.406662,,123.406662,123.406662,123.406662,123.406662,123.406662,1.0,41.82329941,,41.82329941,41.82329941,41.82329941,41.82329941,41.82329941
59,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950844861e+17,,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67302719.0,,67302719.0,67302719.0,67302719.0,67302719.0,67302719.0,1.0,123.4131699,,123.4131699,123.4131699,123.4131699,123.4131699,123.4131699,1.0,41.82835007,,41.82835007,41.82835007,41.82835007,41.82835007,41.82835007
60,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600000950844861e+17,0.0,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,67663647.0,0.0,67663647.0,67663647.0,67663647.0,67663647.0,67663647.0,2.0,123.4168396,0.0,123.4168396,123.4168396,123.4168396,123.4168396,123.4168396,2.0,41.82715988,0.0,41.82715988,41.82715988,41.82715988,41.82715988,41.82715988
61,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600000950844861e+17,0.0,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,67663667.0,0.0,67663667.0,67663667.0,67663667.0,67663667.0,67663667.0,2.0,123.4168396,0.0,123.4168396,123.4168396,123.4168396,123.4168396,123.4168396,2.0,41.82715988,0.0,41.82715988,41.82715988,41.82715988,41.82715988,41.82715988
62,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600000950844861e+17,0.0,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,67663677.0,0.0,67663677.0,67663677.0,67663677.0,67663677.0,67663677.0,2.0,123.4168396,0.0,123.4168396,123.4168396,123.4168396,123.4168396,123.4168396,2.0,41.82715988,0.0,41.82715988,41.82715988,41.82715988,41.82715988,41.82715988
63,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950844861e+17,,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,4.600000950844861e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67663679.0,,67663679.0,67663679.0,67663679.0,67663679.0,67663679.0,1.0,123.4168396,,123.4168396,123.4168396,123.4168396,123.4168396,123.4168396,1.0,41.82715988,,41.82715988,41.82715988,41.82715988,41.82715988,41.82715988
64,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600200950006464e+17,0.0,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,2.0,16644.0,0.0,16644.0,16644.0,16644.0,16644.0,16644.0,2.0,67679551.0,0.0,67679551.0,67679551.0,67679551.0,67679551.0,67679551.0,2.0,123.4013138,0.0,123.4013138,123.4013138,123.4013138,123.4013138,123.4013138,2.0,41.81848907,0.0,41.81848907,41.81848907,41.81848907,41.81848907,41.81848907
65,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950047308e+17,,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67691551.0,,67691551.0,67691551.0,67691551.0,67691551.0,67691551.0,1.0,123.4259415,,123.4259415,123.4259415,123.4259415,123.4259415,123.4259415,1.0,41.8384285,,41.8384285,41.8384285,41.8384285,41.8384285,41.8384285
66,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508442054e+17,,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,1.0,16644.0,,16644.0,16644.0,16644.0,16644.0,16644.0,1.0,67692605.0,,67692605.0,67692605.0,67692605.0,67692605.0,67692605.0,1.0,123.4041595,,123.4041595,123.4041595,123.4041595,123.4041595,123.4041595,1.0,41.81858826,,41.81858826,41.81858826,41.81858826,41.81858826,41.81858826
67,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600200950047308e+17,0.0,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,2.0,16645.0,0.0,16645.0,16645.0,16645.0,16645.0,16645.0,2.0,2529291.0,0.0,2529291.0,2529291.0,2529291.0,2529291.0,2529291.0,2.0,123.4439392,0.0,123.4439392,123.4439392,123.4439392,123.4439392,123.4439392,2.0,41.84608841,0.0,41.84608841,41.84608841,41.84608841,41.84608841,41.84608841
68,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950047308e+17,,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,1.0,16645.0,,16645.0,16645.0,16645.0,16645.0,16645.0,1.0,60681861.0,,60681861.0,60681861.0,60681861.0,60681861.0,60681861.0,1.0,123.4704437,,123.4704437,123.4704437,123.4704437,123.4704437,123.4704437,1.0,41.85153961,,41.85153961,41.85153961,41.85153961,41.85153961,41.85153961
69,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950047308e+17,,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,1.0,16645.0,,16645.0,16645.0,16645.0,16645.0,16645.0,1.0,67235617.0,,67235617.0,67235617.0,67235617.0,67235617.0,67235617.0,1.0,123.4542313,,123.4542313,123.4542313,123.4542313,123.4542313,123.4542313,1.0,41.85258102,,41.85258102,41.85258102,41.85258102,41.85258102,41.85258102
70,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950284829e+17,,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,1.0,16648.0,,16648.0,16648.0,16648.0,16648.0,16648.0,1.0,2192435.0,,2192435.0,2192435.0,2192435.0,2192435.0,2192435.0,1.0,123.31221770000002,,123.31221770000002,123.31221770000002,123.31221770000002,123.31221770000002,123.31221770000002,1.0,41.56336975,,41.56336975,41.56336975,41.56336975,41.56336975,41.56336975
71,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.6000009500768723e+17,0.0,4.6000009500768723e+17,4.6000009500768723e+17,4.6000009500768723e+17,4.6000009500768723e+17,4.6000009500768723e+17,2.0,16648.0,0.0,16648.0,16648.0,16648.0,16648.0,16648.0,2.0,67927583.0,0.0,67927583.0,67927583.0,67927583.0,67927583.0,67927583.0,2.0,123.3987732,0.0,123.3987732,123.3987732,123.3987732,123.3987732,123.3987732,2.0,41.65663147,0.0,41.65663147,41.65663147,41.65663147,41.65663147,41.65663147
72,4.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,4.0,4.600700950054696e+17,0.0,4.600700950054696e+17,4.600700950054696e+17,4.600700950054696e+17,4.600700950054696e+17,4.600700950054696e+17,4.0,16649.0,0.0,16649.0,16649.0,16649.0,16649.0,16649.0,4.0,67392523.0,0.0,67392523.0,67392523.0,67392523.0,67392523.0,67392523.0,4.0,122.757019,0.0,122.757019,122.757019,122.757019,122.757019,122.757019,4.0,41.51089859,0.0,41.51089859,41.51089859,41.51089859,41.51089859,41.51089859
73,3.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,3.0,4.6007009500611757e+17,0.0,4.6007009500611757e+17,4.6007009500611757e+17,4.6007009500611757e+17,4.6007009500611757e+17,4.6007009500611757e+17,3.0,16651.0,0.0,16651.0,16651.0,16651.0,16651.0,16651.0,3.0,67946528.0,0.0,67946528.0,67946528.0,67946528.0,67946528.0,67946528.0,3.0,123.2838364,0.0,123.2838364,123.2838364,123.2838364,123.2838364,123.2838364,3.0,41.76004028,0.0,41.76004028,41.76004028,41.76004028,41.76004028,41.76004028
74,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16654.0,,16654.0,16654.0,16654.0,16654.0,16654.0,1.0,67866125.0,,67866125.0,67866125.0,67866125.0,67866125.0,67866125.0,1.0,123.3163681,,123.3163681,123.3163681,123.3163681,123.3163681,123.3163681,1.0,41.80162048,,41.80162048,41.80162048,41.80162048,41.80162048,41.80162048
75,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16654.0,,16654.0,16654.0,16654.0,16654.0,16654.0,1.0,67870772.0,,67870772.0,67870772.0,67870772.0,67870772.0,67870772.0,1.0,123.3065186,,123.3065186,123.3065186,123.3065186,123.3065186,123.3065186,1.0,41.80070877,,41.80070877,41.80070877,41.80070877,41.80070877,41.80070877
76,4.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,4.0,4.600150950394382e+17,9999972343456.0,4.60000095080923e+17,4.600150950394382e+17,4.600200950256099e+17,4.600200950256099e+17,4.600200950256099e+17,4.0,16655.0,0.0,16655.0,16655.0,16655.0,16655.0,16655.0,4.0,67441931.0,0.0,67441931.0,67441931.0,67441931.0,67441931.0,67441931.0,4.0,123.4138184,0.0,123.4138184,123.4138184,123.4138184,123.4138184,123.4138184,4.0,41.79597855,0.0,41.79597855,41.79597855,41.79597855,41.79597855,41.79597855
77,10.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,10.0,4.600040950698604e+17,8432717105070.013,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.600200950256099e+17,10.0,16655.0,0.0,16655.0,16655.0,16655.0,16655.0,16655.0,10.0,67441981.0,0.0,67441981.0,67441981.0,67441981.0,67441981.0,67441981.0,10.0,123.4138184,0.0,123.4138184,123.4138184,123.4138184,123.4138184,123.4138184,10.0,41.795978549999994,7.489778066296963e-15,41.79597855,41.79597855,41.79597855,41.79597855,41.79597855
78,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508381875e+17,,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,1.0,16655.0,,16655.0,16655.0,16655.0,16655.0,16655.0,1.0,67446836.0,,67446836.0,67446836.0,67446836.0,67446836.0,67446836.0,1.0,123.3956909,,123.3956909,123.3956909,123.3956909,123.3956909,123.3956909,1.0,41.79013824,,41.79013824,41.79013824,41.79013824,41.79013824,41.79013824
79,26.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,26.0,4.6000009508381894e+17,195.80234932196294,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,4.6000009508381875e+17,26.0,16655.0,0.0,16655.0,16655.0,16655.0,16655.0,16655.0,26.0,67446837.0,0.0,67446837.0,67446837.0,67446837.0,67446837.0,67446837.0,26.0,123.39569089999996,4.347685529858823e-14,123.3956909,123.3956909,123.3956909,123.3956909,123.3956909,26.0,41.790138240000005,7.246142549764706e-15,41.79013824,41.79013824,41.79013824,41.79013824,41.79013824
80,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16655.0,,16655.0,16655.0,16655.0,16655.0,16655.0,1.0,67447565.0,,67447565.0,67447565.0,67447565.0,67447565.0,67447565.0,1.0,123.39824679999998,,123.39824679999998,123.39824679999998,123.39824679999998,123.39824679999998,123.39824679999998,1.0,41.78939819,,41.78939819,41.78939819,41.78939819,41.78939819,41.78939819
81,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16655.0,,16655.0,16655.0,16655.0,16655.0,16655.0,1.0,67447605.0,,67447605.0,67447605.0,67447605.0,67447605.0,67447605.0,1.0,123.39824679999998,,123.39824679999998,123.39824679999998,123.39824679999998,123.39824679999998,123.39824679999998,1.0,41.78939819,,41.78939819,41.78939819,41.78939819,41.78939819,41.78939819
82,12.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,12.0,4.600200950217094e+17,66.84581988698797,4.6002009502170944e+17,4.6002009502170944e+17,4.6002009502170944e+17,4.6002009502170944e+17,4.6002009502170944e+17,12.0,16655.0,0.0,16655.0,16655.0,16655.0,16655.0,16655.0,12.0,68120085.0,0.0,68120085.0,68120085.0,68120085.0,68120085.0,68120085.0,12.0,123.4017715,0.0,123.4017715,123.4017715,123.4017715,123.4017715,123.4017715,12.0,41.79084015,0.0,41.79084015,41.79084015,41.79084015,41.79084015,41.79084015
83,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950284829e+17,,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,1.0,16727.0,,16727.0,16727.0,16727.0,16727.0,16727.0,1.0,11843341.0,,11843341.0,11843341.0,11843341.0,11843341.0,11843341.0,1.0,122.8225937,,122.8225937,122.8225937,122.8225937,122.8225937,122.8225937,1.0,41.08805847,,41.08805847,41.08805847,41.08805847,41.08805847,41.08805847
84,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950284829e+17,,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,1.0,16727.0,,16727.0,16727.0,16727.0,16727.0,16727.0,1.0,69727795.0,,69727795.0,69727795.0,69727795.0,69727795.0,69727795.0,1.0,123.3226318,,123.3226318,123.3226318,123.3226318,123.3226318,123.3226318,1.0,41.41409683,,41.41409683,41.41409683,41.41409683,41.41409683,41.41409683
85,7.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,7.0,4.6002009504485286e+17,69.12790078301718,4.600200950448529e+17,4.600200950448529e+17,4.600200950448529e+17,4.600200950448529e+17,4.600200950448529e+17,7.0,16732.0,0.0,16732.0,16732.0,16732.0,16732.0,16732.0,7.0,69097485.0,0.0,69097485.0,69097485.0,69097485.0,69097485.0,69097485.0,7.0,123.5447083,1.5349477418661813e-14,123.54470829999998,123.54470829999998,123.54470829999998,123.54470829999998,123.54470829999998,7.0,42.4447403,0.0,42.4447403,42.4447403,42.4447403,42.4447403,42.4447403
86,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950284829e+17,,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,1.0,16770.0,,16770.0,16770.0,16770.0,16770.0,16770.0,1.0,1268748.0,,1268748.0,1268748.0,1268748.0,1268748.0,1268748.0,1.0,122.84641270000002,,122.84641270000002,122.84641270000002,122.84641270000002,122.84641270000002,122.84641270000002,1.0,41.11033249,,41.11033249,41.11033249,41.11033249,41.11033249,41.11033249
87,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950284829e+17,,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,4.600000950284829e+17,1.0,16770.0,,16770.0,16770.0,16770.0,16770.0,16770.0,1.0,1286412.0,,1286412.0,1286412.0,1286412.0,1286412.0,1286412.0,1.0,122.8650894,,122.8650894,122.8650894,122.8650894,122.8650894,122.8650894,1.0,41.12710953,,41.12710953,41.12710953,41.12710953,41.12710953,41.12710953
88,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16788.0,,16788.0,16788.0,16788.0,16788.0,16788.0,1.0,235016973.0,,235016973.0,235016973.0,235016973.0,235016973.0,235016973.0,1.0,123.3831787,,123.3831787,123.3831787,123.3831787,123.3831787,123.3831787,1.0,41.75664902,,41.75664902,41.75664902,41.75664902,41.75664902,41.75664902
89,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16788.0,,16788.0,16788.0,16788.0,16788.0,16788.0,1.0,67374909.0,,67374909.0,67374909.0,67374909.0,67374909.0,67374909.0,1.0,123.3988419,,123.3988419,123.3988419,123.3988419,123.3988419,123.3988419,1.0,41.75511932,,41.75511932,41.75511932,41.75511932,41.75511932,41.75511932
90,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009504013626e+17,,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,1.0,16788.0,,16788.0,16788.0,16788.0,16788.0,16788.0,1.0,67433503.0,,67433503.0,67433503.0,67433503.0,67433503.0,67433503.0,1.0,123.3839264,,123.3839264,123.3839264,123.3839264,123.3839264,123.3839264,1.0,41.77677155,,41.77677155,41.77677155,41.77677155,41.77677155,41.77677155
91,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.60000095080923e+17,,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,1.0,16788.0,,16788.0,16788.0,16788.0,16788.0,16788.0,1.0,67462413.0,,67462413.0,67462413.0,67462413.0,67462413.0,67462413.0,1.0,123.4027786,,123.4027786,123.4027786,123.4027786,123.4027786,123.4027786,1.0,41.77338028,,41.77338028,41.77338028,41.77338028,41.77338028,41.77338028
92,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009504013626e+17,,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,1.0,16788.0,,16788.0,16788.0,16788.0,16788.0,16788.0,1.0,67462453.0,,67462453.0,67462453.0,67462453.0,67462453.0,67462453.0,1.0,123.4027786,,123.4027786,123.4027786,123.4027786,123.4027786,123.4027786,1.0,41.77338028,,41.77338028,41.77338028,41.77338028,41.77338028,41.77338028
